"Endpoint Name","Endpoint FQDN","IP","Update Status","Last Update","Antimalware","Managed","Online"
"NL1023-ac82472eb4ea","nl1023.netcore.co.in","192.168.17.58","Updated","02 June 2026, 10:28:17","On","Yes","Online"
"NL1028","nl1028","192.168.1.29","Unknown","27 January 2026, 12:19:31","Unknown","Yes","27 January 2026, 13:48:13"
"NL1029-502f9bc4b477","nl1029","2409:40f2:2121:184b:d033:6491:c7ca:5ef1","Updated","01 June 2026, 15:32:34","Unknown","Yes","01 June 2026, 16:32:11"
"NL1039-502f9bc2a34e","nl1039.netcore.co.in","192.168.116.43","Updated","01 June 2026, 15:26:27","Unknown","Yes","01 June 2026, 19:31:13"
"NL1055-4c796eab80d8","nl1055.netcore.co.in","192.168.13.114","Updated","02 June 2026, 11:46:16","On","Yes","Online"
"NL1063","nl1063","172.16.100.66","Unknown","20 January 2026, 16:01:00","Unknown","Yes","28 January 2026, 11:12:22"
"NL1075-f09e4ae7ed8e","nl1075","192.168.29.154","Unknown","01 March 2026, 00:41:56","Unknown","Yes","01 March 2026, 01:33:58"
"NL1076-646ee0a00334","nl1076","192.168.1.14","Unknown","22 April 2026, 17:37:28","Unknown","Yes","22 April 2026, 18:16:07"
"NL1078-2c8db1daf471","nl1078","192.168.1.32","Unknown","28 May 2026, 13:41:11","Unknown","Yes","28 May 2026, 14:14:09"
"NL1088-2c8db1dcc51c","nl1088","192.168.1.5","Updated","02 June 2026, 11:05:09","On","Yes","Online"
"NL1092-900f0c1ad263","nl1092","192.168.1.26","Unknown","20 May 2026, 10:51:46","Unknown","Yes","20 May 2026, 11:30:57"
"NL1098-900f0c1ad45d","nl1098.netcore.co.in","192.168.24.41","Updated","01 June 2026, 21:35:47","Unknown","Yes","01 June 2026, 22:34:16"
"NL1103-c0b883bd49e9","nl1103.netcore.co.in","192.168.108.248","Unknown","11 February 2026, 16:35:15","Unknown","Yes","26 March 2026, 11:11:33"
"NL1109-900f0c1a0a83","nl1109.netcore.co.in","192.168.116.45","Updated","02 June 2026, 11:14:29","On","Yes","Online"
"NL1111-900f0c1a0a6f","nl1111","192.168.1.72","Updated","01 June 2026, 16:04:50","Unknown","Yes","01 June 2026, 16:39:11"
"NL1121-900f0c1a0ded","nl1121.netcore.co.in","192.168.0.9","Updated","01 June 2026, 21:26:11","On","Yes","Online"
"NL1131-900f0c1a20fb","nl1131.netcore.co.in","2409:4080:1087:361d:2d49:d94b:cb94:4cf6","Updated","02 June 2026, 12:20:42","On","Yes","Online"
"NL1157-a497b16a7f33","nl1157.netcore.co.in","192.168.17.73","Updated","02 June 2026, 10:33:06","On","Yes","Online"
"NL1161","nl1161.netcore.co.in","192.168.5.3","Unknown","27 November 2025, 13:07:38","Unknown","Yes","02 January 2026, 17:33:49"
"NL1175-900f0ce5e3a7","nl1175.netcore.co.in","192.168.112.163","Updated","02 June 2026, 09:54:41","On","Yes","Online"
"NL1189-900f0c1ad9c5","nl1189.netcore.co.in","192.168.0.244","Unknown","31 May 2026, 14:28:53","Unknown","Yes","31 May 2026, 16:01:01"
"NL1209","nl1209.netcore.co.in","192.168.7.3","Unknown","02 January 2026, 18:00:25","Unknown","Yes","02 January 2026, 19:07:50"
"NL1210-900f0ce6bc27","nl1210","192.168.0.174","Unknown","02 March 2026, 16:53:02","Unknown","Yes","02 March 2026, 17:20:17"
"NL1218-900f0cb7cc5d","nl1218.netcore.co.in","192.168.1.53","Unknown","31 May 2026, 14:20:15","Unknown","Yes","31 May 2026, 14:58:01"
"NL1231-f889d2c4fad5","nl1231","192.168.1.70","Updated","02 June 2026, 12:31:28","On","Yes","Online"
"NL1232-f889d26362fd","nl1232.netcore.co.in","192.168.5.23","Unknown","27 April 2026, 08:42:51","Unknown","Yes","23 May 2026, 11:13:54"
"NL1242-cc153134d01e","nl1242.netcore.co.in","192.168.110.169","Updated","02 June 2026, 10:44:18","On","Yes","Online"
"NL1243","nl1243","10.101.4.171","Unknown","23 January 2026, 14:07:25","Unknown","Yes","29 January 2026, 12:18:46"
"NL1249-cc153134e784","nl1249.netcore.co.in","192.168.112.176","Unknown","20 April 2026, 14:00:12","Unknown","Yes","16 May 2026, 12:48:52"
"NL1250-cc15312f7aa6","nl1250","10.10.30.28","Updated","02 June 2026, 10:25:25","On","Yes","Online"
"NL1254-2c6dc100fcf3","nl1254.netcore.co.in","192.168.9.1","Updated","02 June 2026, 09:09:05","Unknown","Yes","02 June 2026, 10:34:27"
"NL1255-2c6dc104b2cb","nl1255","172.16.100.119","Updated","01 June 2026, 15:16:55","Unknown","Yes","01 June 2026, 17:31:12"
"NL1256-2c6dc1006b17","nl1256.netcore.co.in","172.20.10.2","Updated","01 June 2026, 18:52:10","Unknown","Yes","01 June 2026, 20:23:14"
"NL1257-cc1531ff2ad0","nl1257","192.168.1.4","Updated","01 June 2026, 16:15:15","Unknown","Yes","01 June 2026, 17:44:12"
"NL1259-cc1531ff2acb","nl1259","192.168.1.11","Unknown","20 February 2026, 11:07:02","Unknown","Yes","20 February 2026, 12:13:55"
"NL1271-cc153134e7c5","nl1271","192.168.1.7","Updated","01 June 2026, 15:24:54","Unknown","Yes","02 June 2026, 00:37:18"
"NL1272-cc15312fe234","nl1272","172.16.20.181","Updated","02 June 2026, 10:49:47","On","Yes","Online"
"NL1275-cc153134dd02","nl1275","192.168.29.55","Updated","02 June 2026, 10:40:54","On","Yes","Online"
"NL1278-60dd8eb4b626","nl1278.netcore.co.in","192.168.17.8","Updated","02 June 2026, 11:26:15","Unknown","Yes","02 June 2026, 12:30:29"
"NL1284-a08069cb90cb","nl1284.netcore.co.in","192.168.112.98","Updated","02 June 2026, 10:39:08","On","Yes","Online"
"NL1286-60e32bbfecee","nl1286.netcore.co.in","192.168.116.58","Unknown","29 May 2026, 17:10:16","Unknown","Yes","01 June 2026, 11:25:14"
"NL1303-7c70db4b1734","nl1303.netcore.co.in","192.168.112.95","Updated","02 June 2026, 10:32:57","On","Yes","Online"
"NL1308-70cd0d9be231","nl1308","192.168.1.8","Updated","02 June 2026, 12:08:08","On","Yes","Online"
"NL1311-7c70db2f41e4","nl1311","172.16.100.178","Updated","02 June 2026, 11:26:53","On","Yes","Online"
"NL1312-60e32bbf59be","nl1312.netcore.co.in","192.168.17.48","Updated","02 June 2026, 10:47:17","On","Yes","Online"
"NL1316-7c70db48e707","nl1316.netcore.co.in","192.168.17.50","Updated","01 June 2026, 19:07:57","Unknown","Yes","01 June 2026, 20:07:14"
"NL1328-c4bde5def7c9","nl1328.netcore.co.in","192.168.24.73","Updated","02 June 2026, 10:45:16","On","Yes","Online"
"NL1335-7c70db432fb5","nl1335.netcore.co.in","2409:4090:39:e404:69e2:18ab:9215:ee83","Updated","02 June 2026, 10:08:45","On","Yes","Online"
"NL1337-c4bde5de4d7e","nl1337.netcore.co.in","192.168.4.115","Updated","02 June 2026, 11:45:43","On","Yes","Online"
"NL1338-8cb87e186726","nl1338","172.16.20.219","Updated","02 June 2026, 10:43:17","On","Yes","Online"
"NL1360-cc1531ff1c84","nl1360.netcore.co.in","192.168.113.66","Updated","02 June 2026, 10:36:03","On","Yes","Online"
"NL1376-70cd0d4aceff","nl1376","10.101.6.190","Unknown","28 May 2026, 11:21:00","Unknown","Yes","28 May 2026, 16:02:10"
"NL1378-70cd0d4acef5","nl1378","192.168.29.238","Unknown","23 May 2026, 19:06:05","Unknown","Yes","23 May 2026, 21:48:05"
"NL1380-70cd0d4acec8","nl1380.netcore.co.in","192.168.0.108","Updated","02 June 2026, 09:59:48","On","Yes","Online"
"NL1404-f446374f9197","nl1404.netcore.co.in","192.168.24.83","Updated","02 June 2026, 11:06:35","On","Yes","Online"
"NL1410-a08069754ba8","nl1410","192.168.1.8","Unknown","12 May 2026, 22:05:30","Unknown","Yes","12 May 2026, 22:48:51"
"NL1411-a08069799118","nl1411.netcore.co.in","192.168.4.161","Updated","02 June 2026, 12:29:35","On","Yes","Online"
"NL1413-70cd0d99d658","nl1413.netcore.co.in","192.168.24.46","Updated","02 June 2026, 10:59:52","On","Yes","Online"
"NL1414-546ceb8cb8bf","nl1414","192.168.1.4","Updated","02 June 2026, 11:51:24","On","Yes","Online"
"NL1415-a080697a9644","nl1415","192.168.29.170","Updated","02 June 2026, 10:07:35","Unknown","Yes","02 June 2026, 11:57:28"
"NL1419-a080697d78cd","nl1419","192.168.1.115","Updated","02 June 2026, 10:39:17","Unknown","Yes","02 June 2026, 11:30:28"
"NL1422-a0806976504d","nl1422","192.168.113.30","Updated","02 June 2026, 10:54:46","On","Yes","Online"
"NL1424-703217c518f9","nl1424.netcore.co.in","192.168.112.84","Updated","02 June 2026, 10:09:36","On","Yes","Online"
"NL1434-f89e94182ea5","nl1434.netcore.co.in","192.168.112.88","Updated","02 June 2026, 10:46:21","On","Yes","Online"
"NL1450-c475ab7edfd8","nl1450","192.168.112.113","Outdated","30 May 2026, 23:34:41","On","Yes","Online"
"NL1452-2c3358382fe3","nl1452","192.168.116.113","Unknown","24 May 2026, 16:55:31","Unknown","Yes","02 June 2026, 11:34:28"
"NL1454-c84bd615ff8c","nl1454","172.16.20.180","Unmanaged","N/A","Unmanaged","No","Unmanaged"
"NL1472-c475abbdbe10","nl1472.netcore.co.in","192.168.4.148","Unknown","29 May 2026, 17:29:18","Unknown","Yes","29 May 2026, 18:25:32"
"NL1486-749779ad1ec3","nl1486","192.168.29.100","Unknown","27 May 2026, 20:52:18","Unknown","Yes","31 May 2026, 12:37:00"
"NL1488-687a64184d1d","nl1488.netcore.co.in","10.232.215.200","Updated","01 June 2026, 23:57:52","Unknown","Yes","02 June 2026, 02:13:19"
"NL1518-60452e7ced5e","nl1518","192.168.18.112","Updated","02 June 2026, 10:02:21","On","Yes","Online"
"NL1526-60452e7cecd7","nl1526","192.168.1.48","Updated","02 June 2026, 10:09:04","On","Yes","Online"
"NL1528-28c5d295a1a0","nl1528.netcore.co.in","192.168.1.13","Updated","02 June 2026, 10:33:54","On","Yes","Online"
"NL1560-f020fff0bec8","nl1560.netcore.co.in","192.168.24.84","Updated","02 June 2026, 12:51:34","On","Yes","Online"
"NL1572-a0b339ae5952","nl1572.netcore.co.in","192.168.0.185","Unknown","07 April 2026, 11:40:53","Unknown","Yes","07 April 2026, 17:08:10"
"NL1575-f020ffdd87ea","nl1575.netcore.co.in","192.168.0.101","Updated","02 June 2026, 10:39:42","Unknown","Yes","02 June 2026, 12:53:29"
"NL1576-f020ffc60688","nl1576","192.168.17.87","Unknown","25 May 2026, 10:53:16","Unknown","Yes","25 May 2026, 14:34:20"
"NL1585-a0b339e5d602","nl1585.netcore.co.in","192.168.113.45","Updated","01 June 2026, 21:40:58","Unknown","Yes","01 June 2026, 22:33:16"
"NL1587-f020ffdc9231","nl1587","172.16.20.30","Unknown","02 February 2026, 00:05:18","Unknown","Yes","25 February 2026, 17:54:07"
"NL1588-f020ffddb201","nl1588.netcore.co.in","192.168.12.24","Updated","02 June 2026, 10:57:20","On","Yes","Online"
"NL748-7cb27d6f22e6","nl748.netcore.co.in","192.168.4.151","Updated","02 June 2026, 10:25:46","On","Yes","Online"
"NL764-7cb27d6f2cd2","nl764.netcore.co.in","192.168.113.253","Updated","02 June 2026, 10:39:50","On","Yes","Online"
"NL783-c858c082c616","nl783.netcore.co.in","192.168.19.15","Unknown","26 May 2026, 09:37:14","Unknown","Yes","26 May 2026, 11:45:33"
"NL785-c858c082e637","nl785.netcore.co.in","192.168.65.36","Updated","02 June 2026, 11:08:54","Unknown","Yes","02 June 2026, 12:56:29"
"NL793-c858c082ebb4","nl793.netcore.co.in","192.168.116.6","Updated","02 June 2026, 10:35:22","On","Yes","Online"
"NL801-c858c082e655","nl801","192.168.17.85","Unmanaged","N/A","Unmanaged","No","Unmanaged"
"NL814-d812656dfd3f","nl814.netcore.co.in","192.168.24.79","Updated","02 June 2026, 09:54:34","Unknown","Yes","02 June 2026, 11:42:28"
"NL821-f8ac65b849b2","nl821","172.16.20.231","Unknown","16 April 2026, 09:50:22","Unknown","Yes","26 May 2026, 19:48:37"
"NL833-c858c0b14022","nl833","172.16.20.239","Updated","02 June 2026, 11:13:47","On","Yes","Online"
"NL846-347df6cd09f6","nl846.netcore.co.in","192.168.13.120","Unknown","03 April 2026, 13:13:05","Unknown","Yes","03 April 2026, 14:52:34"
"NL877-dc1ba1704dbf","nl877.netcore.co.in","192.168.4.155","Updated","02 June 2026, 09:51:02","On","Yes","Online"
"NL893","nl893","192.168.112.236","Unknown","06 February 2026, 17:36:32","Unknown","Yes","06 February 2026, 18:48:36"
"NL909-dc41a91269d9","nl909","192.168.1.7","Outdated (Product)","02 June 2026, 10:17:52","On","Yes","Online"
"NL913-94e70b930175","nl913.netcore.co.in","192.168.113.248","Updated","02 June 2026, 10:44:07","On","Yes","Online"
"NL923-90ccdf96f1db","nl923.netcore.co.in","192.168.113.252","Unknown","14 April 2026, 14:41:36","Unknown","Yes","15 April 2026, 12:54:45"
"NL934-502f9bc4b445","nl934.netcore.co.in","192.168.0.105","Updated","02 June 2026, 11:27:46","On","Yes","Online"
"NL962-b40ede47ae9b","nl962.netcore.co.in","192.168.113.247","Unknown","01 June 2026, 11:42:15","Unknown","Yes","01 June 2026, 15:33:11"
"NL977-b40ede467eb3","nl977.netcore.co.in","192.168.4.152","Updated","02 June 2026, 10:18:30","On","Yes","Online"
"NL979-841b77caeb35","nl979","192.168.1.9","Updated","02 June 2026, 10:29:21","On","Yes","Online"
"NL980-841b77caf0b2","nl980.netcore.co.in","192.168.24.98","Updated","02 June 2026, 10:31:50","On","Yes","Online"
"NL983-e02be9437489","nl983","192.168.112.151","Updated","02 June 2026, 11:11:20","On","Yes","Online"
"NL990-94e70bfa225b","nl990","192.168.1.11","Updated","02 June 2026, 11:21:38","On","Yes","Online"
"NL991-e02be94aa781","nl991.netcore.co.in","192.168.25.108","Unknown","28 May 2026, 12:13:23","Unknown","Yes","28 May 2026, 13:45:09"
"NL992-e02be94aa763","nl992","192.168.29.43","Updated","02 June 2026, 10:18:39","On","Yes","Online"
"NL995-e02be94ab5b9","nl995.netcore.co.in","192.168.22.22","Unknown","29 May 2026, 12:56:57","Unknown","Yes","29 May 2026, 14:40:30"
"NLA59","nla59","192.168.0.100","Unknown","27 January 2026, 03:55:07","Unknown","Yes","27 January 2026, 15:26:52"
"NM02-80657ccb2618","nm02.local","172.31.254.120","Unknown","01 July 2025, 21:00:50","Unknown","Yes","24 March 2026, 13:14:02"
"NNDW2504","nndw2504.netcore.co.in","192.168.26.3","Unknown","27 January 2026, 12:01:47","Unknown","Yes","27 January 2026, 13:38:13"
"SIDDHESH’s MacBook Air-d0880c7bbe41","siddheshs-macbook-air.local","192.168.114.53","Updated","02 June 2026, 11:04:03","On","Yes","Online"
"SUNIL’s MacBook Air-c0956d1ea499","sunils-macbook-air.local","192.168.4.127","Updated","02 June 2026, 11:43:04","On","Yes","Online"
"Shrikant’s MacBook Air-c0956d1f5b8a","shrikants-macbook-air.local","192.168.13.105","Updated","02 June 2026, 11:08:26","On","Yes","Online"
"Systems’s MacBook Air-c0956d229ceb","nm204.local","192.168.3.20","Updated","01 June 2026, 22:07:09","On","Yes","Online"
"ZULFIQAR’s MacBook Air-80657ccb06ec","c02hgjxeq6l4.netcore.co.in","192.168.116.51","Updated","02 June 2026, 11:09:43","On","Yes","Online"
"kiranp-SR-C02JH3PBQ6L4-c0956d22b535","kiranp-sr-c02jh3pbq6l4.local","192.168.46.128","Updated","02 June 2026, 10:09:07","Unknown","Yes","02 June 2026, 12:50:29"
"nagesh’s MacBook Air-c0956d2026d8","nageshs-macbook-air.local","172.16.100.114","Unknown","23 February 2026, 14:13:22","Unknown","Yes","23 February 2026, 19:26:37"
"sreejith.narayanan-SR-C02JH5VAQ6L4-c0956d21598f","sreejithnarayanan-sr-c02jh5vaq6l4-2.local","192.168.0.178","Unknown","31 March 2026, 14:19:36","Unknown","Yes","02 April 2026, 06:39:13"
"systems’s MacBook Air-80657cccff37","nm055.local","192.168.1.113","Unknown","17 May 2026, 10:11:36","Unknown","Yes","17 May 2026, 11:36:03"
"systems’s MacBook Air-80657cd30f00","nm044.local","192.168.1.65","Updated","02 June 2026, 10:08:26","On","Yes","Online"
"systems’s MacBook Air-b0be831efa0b","nl1237.local","192.168.0.106","Updated","01 June 2026, 16:03:30","Unknown","Yes","02 June 2026, 09:55:26"
"systems’s MacBook Air-c0956d1f3160","nm178.local","192.168.0.113","Unknown","28 May 2026, 23:05:34","Unknown","Yes","01 June 2026, 11:32:08"
"systems’s MacBook Air-c0956d1f93c2","nm-218.local","192.168.1.239","Updated","02 June 2026, 03:05:32","Unknown","Yes","02 June 2026, 12:38:29"
"systems’s MacBook Air-c0956d2209fa","nm179.local","192.168.1.3","Unknown","12 March 2026, 19:21:03","Unknown","Yes","12 March 2026, 21:56:57"
"systems’s MacBook Air-d0880c7ac976","nm124.local","192.168.1.102","Unknown","17 April 2026, 13:01:53","Unknown","Yes","17 April 2026, 17:44:54"
"systems’s MacBook Pro-a07817aa6d83","nm1150-2.local","192.168.0.101","Updated","02 June 2026, 10:11:04","On","Yes","Online"
"utkarsh.bhansali-SR-C02HGW26Q6L4-80657cc84f26","utkarshbhansali-sr-c02hgw26q6l4.local","192.168.29.16","Updated","02 June 2026, 12:07:55","On","Yes","Online"
"viral.shrivastava-SR-C02HGVFYQ6L4-80657cd6cf57","viralshrivastava-sr-c02hgvfyq6l4.local","192.168.1.31","Updated","02 June 2026, 11:30:24","On","Yes","Online"
"007","007.local","192.168.1.10","Unmanaged","N/A","Unmanaged","No","Unmanaged"
"ARAVIND’s MacBook Air-c0956d2000ba","aravinds-macbook-air.local","192.168.114.57","Updated","02 June 2026, 11:09:26","On","Yes","Online"
"ASHWINI’s MacBook Air-80657cc91c4c","ashwinis-macbook-air.local","192.168.1.23","Updated","02 June 2026, 10:09:46","Unknown","Yes","02 June 2026, 12:11:28"
"Akash’s MacBook Air-d0880c71d8c9","akashs-macbook-air-8.local","172.16.100.174","Updated","02 June 2026, 11:09:59","On","Yes","Online"
"Ankit’s MacBook Air-603e5f1670e2","ankits-macbook-air.local","192.168.1.191","Updated","01 June 2026, 21:37:52","Unknown","Yes","02 June 2026, 12:02:28"
"Anushka’s MacBook Air-80657cc8cb52","anushkas-macbook-air.local","192.168.29.17","Updated","01 June 2026, 23:26:37","On","Yes","Online"
"Arjun Singh-603e5f84a3aa","arjun-singh.local","192.168.46.134","Updated","02 June 2026, 10:11:57","On","Yes","Online"
"Ashok’s MacBook Air","nm146.local","192.168.29.219","Unknown","29 January 2026, 12:08:09","Unknown","Yes","29 January 2026, 13:34:48"
"Ashritha’s MacBook Air-80657cca633c","nm060.local","172.16.20.171","Updated","02 June 2026, 12:03:02","On","Yes","Online"
"BIJAL’s MacBook Air-80657ccaeb1c","bijals-macbook-air.local","192.168.0.110","Updated","02 June 2026, 10:04:07","On","Yes","Online"
"Charishma’s MacBook Air-80657cd6e10a","charishmas-macbook-air.local","192.168.1.37","Updated","02 June 2026, 10:03:03","On","Yes","Online"
"DJ's Device-80657cc6f289","djs-device.local","192.168.114.93","Updated","02 June 2026, 12:02:19","On","Yes","Online"
"FS Netcore-d0880c68c4bf","fs-netcore.local","192.168.1.124","Updated","01 June 2026, 18:38:33","On","Yes","Online"
"Girish’s MacBook Air-c0956d204b4f","girishs-macbook-air.local","192.168.0.100","Unknown","28 May 2026, 16:06:01","Unknown","Yes","01 June 2026, 12:54:09"
"Govind’s MacBook Air-80657cc87552","govinds-macbook-air.local","172.16.20.231","Updated","01 June 2026, 17:02:52","On","Yes","Online"
"Harish’s MacBook Pro","harishs-macbook-pro.local","172.16.20.29","Unknown","29 December 2025, 15:10:46","Unknown","Yes","29 December 2025, 17:27:22"
"Harshit’s MacBook Air-c0956d2264d8","harshits-macbook-air.local","10.110.144.15","Updated","01 June 2026, 20:03:10","Unknown","Yes","02 June 2026, 09:22:26"
"Himadri's Macbook Air-c0956d1f8afc","himadris-macbook-air.local","172.16.20.123","Updated","02 June 2026, 11:05:17","On","Yes","Online"
"Himadri’s MacBook Air","himadris-macbook-air.local","172.16.20.125","Unknown","06 January 2026, 13:09:35","Unknown","Yes","10 January 2026, 11:48:17"
"IMTIYAZ’s MacBook Air-80657cd71cab","imtiyazs-macbook-air.local","192.168.114.6","Updated","02 June 2026, 11:09:15","On","Yes","Online"
"Irwen Ronquillo-c0956d2a39d5","irwen-ronquillo.local","10.8.23.233","Updated","02 June 2026, 10:57:16","On","Yes","Online"
"Jyoti’s MacBook Air-80657cd94058","jyotis-macbook-air.local","192.168.46.189","Updated","02 June 2026, 11:10:21","On","Yes","Online"
"KEDAR’s MacBook Air-c0956d242951","kedars-macbook-air.local","192.168.4.128","Updated","02 June 2026, 11:09:36","On","Yes","Online"
"KOMAL’s MacBook Air-c0956d1f40d9","komals-macbook-air.local","192.168.0.243","Updated","01 June 2026, 23:01:58","Unknown","Yes","02 June 2026, 12:54:29"
"Kamal’s MacBook Air-c0956d20f06f","kamals-macbook-air.local","192.168.114.61","Updated","02 June 2026, 11:06:48","On","Yes","Online"
"Karpagavinayagam’s MacBook Air-c0956d1f3538","karpagavinayagams-macbook-air.local","192.168.0.3","Updated","02 June 2026, 07:01:18","On","Yes","Online"
"Kartik's MacBook Pro-ac0775074f80","kartiks-macbook-pro.local","192.168.46.220","Updated","02 June 2026, 11:36:36","On","Yes","Online"
"Krishna’s MacBook Air-80657cc7b523","nm062.local","192.168.0.167","Unknown","31 May 2026, 03:20:53","Unknown","Yes","31 May 2026, 07:58:58"
"Lalakwatsera-c0956d28ffad","lalakwatsera.local","10.204.169.150","Updated","02 June 2026, 11:40:46","On","Yes","Online"
"Lokesh’s MacBook Air-c0956d234b97","lokeshs-macbook-air.local","172.20.10.2","Updated","02 June 2026, 12:09:45","On","Yes","Online"
"MANAS’s MacBook Air-d0880c71138c","manass-macbook-air.local","192.168.0.175","Updated","02 June 2026, 00:07:39","Unknown","Yes","02 June 2026, 01:17:18"
"MRUDULA’s MacBook Air-d0880c76a31f","mrudulas-macbook-air.local","192.168.114.32","Updated","02 June 2026, 10:28:10","On","Yes","Online"
"MacBook Air (2)-d0880caa37d3","nla39.local","192.168.0.117","Updated","02 June 2026, 10:39:42","On","Yes","Online"
"MacBook Air-80657cc91f9f","macbook-air.local","192.168.114.14","Updated","02 June 2026, 10:05:52","On","Yes","Online"
"MacBook Air-d0880c716262","macbook-air.local","172.16.100.68","Updated","02 June 2026, 11:07:50","On","Yes","Online"
"MacBook Air-dc9396094f52","nm362.local","192.168.115.19","Unmanaged","N/A","Unmanaged","No","Unmanaged"
"MacBook Air-dc93960b5299","macbook-air.local","2409:40c0:a:a792:b0d2:31d7:3393:c12a","Updated","02 June 2026, 11:10:39","On","Yes","Online"
"MacBook Pro-6c7e67da52f2","macbook-pro.local","192.168.46.252","Updated","02 June 2026, 10:02:33","On","Yes","Online"
"Meet’s MacBook Air-d0880c77057c","meets-macbook-air.local","192.168.0.106","Updated","02 June 2026, 10:08:12","On","Yes","Online"
"Mike Pham-a4cf998bfe13","mike-pham-2.local","192.168.1.8","Outdated (Signatures)","31 May 2026, 17:54:47","On","Yes","Online"
"Monu’s MacBook Air-80657cc903c5","monus-macbook-air-2.local","192.168.46.122","Updated","02 June 2026, 11:07:30","On","Yes","Online"
"NAKUL’s MacBook Air-80657cc8ff3b","nakuls-macbook-air.local","192.168.29.42","Unknown","01 June 2026, 12:11:09","Unknown","Yes","02 June 2026, 10:39:27"
"NL1153-3c063013120f","nl1153.local","192.168.1.100","Unknown","29 May 2026, 03:09:51","Unknown","Yes","29 May 2026, 04:01:20"
"NL1199-cc6b1e5a4e8b","nl1199.netcore.co.in","192.168.24.109","Unknown","25 March 2026, 16:21:20","Unknown","Yes","20 April 2026, 18:55:36"
"NL1219-900f0ce5e3a1","nl1219","192.168.13.99","Unknown","28 November 2025, 12:00:44","Unknown","Yes","10 March 2026, 18:19:16"
"NL1236-b0be8322dd16","nl1236.local","172.16.20.157","Updated","02 June 2026, 11:02:15","On","Yes","Online"
"NL1296-d45763e7a7c5","nl1296.local","192.168.1.2","Updated","02 June 2026, 11:07:24","On","Yes","Online"
"NL1304-7c70db33447e","nl1304.netcore.co.in","192.168.113.53","Updated","02 June 2026, 11:47:37","On","Yes","Online"
"NL1329-8cb87e1869ab","nl1329.netcore.co.in","192.168.17.37","Updated","02 June 2026, 10:12:15","On","Yes","Online"
"NL1375-70cd0d4ace7d","nl1375","172.16.20.25","Unknown","29 May 2026, 12:29:55","Unknown","Yes","29 May 2026, 20:41:34"
"NL1425-a08069764f80","nl1425.netcore.co.in","192.168.1.34","Updated","02 June 2026, 11:03:58","On","Yes","Online"
"NL1501-30050552194e","nl1501.netcore.co.in","192.168.3.35","Updated","02 June 2026, 10:34:12","On","Yes","Online"
"NL1696-78465cab0343","nl1696.netcore.co.in","192.168.13.140","Updated","02 June 2026, 12:29:54","On","Yes","Online"
"NL1700-e41fd55f6ab8","nl1700.netcore.co.in","192.168.5.50","Updated","02 June 2026, 11:26:46","On","Yes","Online"
"NL1712-0072ee5e8710","nl1712","172.16.20.82","Updated","02 June 2026, 11:23:03","On","Yes","Online"
"NL1714-e41fd55e6d70","nl1714.netcore.co.in","192.168.17.103","Updated","02 June 2026, 11:40:05","On","Yes","Online"
"NLA21-3ca6f62db733","nla21.local","10.67.207.136","Updated","02 June 2026, 11:42:34","On","Yes","Online"
"Nikita’s MacBook Air-80657cd4e1f0","nm076.local","172.16.20.253","Updated","02 June 2026, 11:06:57","On","Yes","Online"
"Nishant’s MacBook Air-c0956d23ca33","nishants-macbook-air.local","192.168.29.235","Updated","01 June 2026, 16:04:21","On","Yes","Online"
"PRASHANT’s MacBook Air-80657cd17cc3","prashants-macbook-air.local","192.168.17.14","Unknown","22 May 2026, 10:10:05","Unknown","Yes","02 June 2026, 12:05:28"
"Pratik’s MacBook Air-80657cca69b9","pratiks-macbook-air.local","192.168.13.10","Updated","02 June 2026, 11:02:39","On","Yes","Online"
"ROSHAN’s MacBook Air-80657cdaeba9","nm071.local","172.16.20.30","Updated","02 June 2026, 11:05:06","On","Yes","Online"
"Rakesh’s MacBook Air-80657cd5d77e","rakeshs-macbook-air.local","192.168.1.6","Updated","01 June 2026, 18:32:16","Unknown","Yes","02 June 2026, 05:44:22"
"Rogerio’s MacBook Air-c0956d230728","nm274.local","192.168.15.2","Updated","02 June 2026, 00:46:10","Unknown","Yes","02 June 2026, 10:35:27"
"Rohan’s MacBook Air-c0956d20368e","rohans-macbook-air.local","10.5.53.6","Updated","02 June 2026, 11:08:08","On","Yes","Online"
"SAKSHAT’s MacBook Air-d0880c7d0c74","sakshats-macbook-air.local","192.168.114.50","Updated","02 June 2026, 11:08:02","On","Yes","Online"
"SANKALP’s MacBook Air-c0956d3b37f6","sankalps-macbook-air.local","192.168.1.8","Updated","02 June 2026, 03:11:22","Unknown","Yes","02 June 2026, 12:08:28"
"SHIVAM’s MacBook Air-d0880c79be43","shivams-macbook-air.local","192.168.1.6","Updated","02 June 2026, 00:07:59","Unknown","Yes","02 June 2026, 08:19:24"
"SOURISH’s MacBook Air-80657cd38349","sourishs-macbook-air.local","192.168.114.12","Updated","02 June 2026, 11:05:18","On","Yes","Online"
"SUPARNA’s MacBook Air-c0956d240375","suparnas-macbook-air.local","192.168.114.65","Updated","02 June 2026, 10:02:59","On","Yes","Online"
"SUSHIL’s MacBook Air-c0956d20c856","sushils-macbook-air.local","192.168.13.153","Updated","02 June 2026, 10:05:03","On","Yes","Online"
"Saksham’s MacBook Air","nm180.local","192.168.1.160","Unknown","07 December 2025, 08:59:57","Unknown","Yes","07 December 2025, 09:43:22"
